Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy,Keyword
AGSM 325,AGSM - Agricultrl Systems Mgmt (AGSM),Agri-Industrial Applications of Electricity,"
   Elements of electric current generation and transmission, applications of electric heating, lighting and power, wiring, motors, energy rates, meter reading, safety rules and regulations. Prerequisite: AGSM 201; AGSM majors or minors only.
",UG,Lecture,True,2018-2019,,,,['agri']
AGSM 335,AGSM - Agricultrl Systems Mgmt (AGSM),Water and Soil Management,"
   Elementary principles of surface and ground water supply, flood control, water distribution systems and irrigation systems; principles of drainage, soil conservation and erosion control; elementary surveying, chaining, leveling and mapping applied to agricultural and natural resource needs; illustrated by practical examples of terracing and farm pond design. Prerequisite: Grade of C or better in MATH 140 or MATH 141; grade of C or better in CHEM 101 and CHEM 111; or approval of instructor.
",UG,Lecture,True,2018-2019,,,,"['agri', 'farm', ' irrigat', ' soil']"
AGSM 403,AGSM - Agricultrl Systems Mgmt (AGSM),Processing and Storage of Agricultural Products,"
   Factors influencing the nature of biological materials and the preservation of quality throughout the harvesting, handling and processing system; a systems approach to cereal grains includes principles of drying, quality deterioration, storage, conveying and handling; processing of fiber crops. Prerequisites: AGSM 310 and AGSM 315/NFSC 315; or approval of instructor.
",UG,Lecture,True,2018-2019,,,,"['agri', ' cereal', 'crop', ' fiber', ' grain', 'harvest']"
/NFSC 417,AGSM - Agricultrl Systems Mgmt (AGSM),Food Process Engineering Technology II,"
   Applications of basic engineering concepts to understand common unit operations in the food (and related) industry. Prerequisites: AGSM 315/NFSC 315 or NFSC 315/AGSM 315. Cross Listing: NFSC 417/AGSM 417.
",UG,Lecture,False,2018-2019,,,,['food']
AGSM 435,AGSM - Agricultrl Systems Mgmt (AGSM),Irrigation Principles and Management,"
   Principles of irrigation and management for efficient use of water; soil-water-plant relationships; methods of application; power and labor requirements; automated systems and components. Prerequisites: Grade of C or better in MATH 140 or MATH 141; grade of C or better in CHEM 101 and CHEM 111.
",UG,Lecture,True,2018-2019,,,,"[' irrigat', ' soil']"
AGSM 439,AGSM - Agricultrl Systems Mgmt (AGSM),Management of Agricultural Systems I,"
   Application of agricultural systems management principles in solving realistic problems faced by agribusiness managers; project selection from problems posed by biological and agricultural industrial consultants; project feasibility study and outline; management and application philosophy; teamwork and communication, economics; product liability and reliability; standards and codes; goal setting and time management. Prerequisites: Grade of C or better in AGSM 301; ENGL 210, AGSM 310, and AGSM 325; AGSM 335, AGSM 337 and AGSM 403 or concurrent enrollment; must be taken prior to AGSM 440; AGSM majors only.
",UG,Lecture,False,2018-2019,,,,['agri']
AGSM 440,AGSM - Agricultrl Systems Mgmt (AGSM),Management of Agricultural Systems II,"
   Management of agricultural systems through team solution of management problems posed by agribusiness managers, farmers, extension specialists and other industry consultants; application of management principles to give experience in solving realistic problems faced by agribusiness managers; critical evaluation of results by students, staff and consultants. Prerequisites: COMM 203; grade of C or better in AGSM 439; should be taken last spring semester prior to graduation.
",UG,Lecture,True,2018-2019,,,,"['agri', 'farm']"
AGSM 470,AGSM - Agricultrl Systems Mgmt (AGSM),Agricultural Electronics and Control,"
   Technology of electronic systems in agricultural production and processing, sensors, actuators, and controllers, controller hardware and computer bases. Prerequisite: AGSM 325; or approval of instructor.
",UG,Lecture,True,2018-2019,,,,['agri']
AGSM 473,AGSM - Agricultrl Systems Mgmt (AGSM),Project Management for Agricultural Systems Technology,"
   Development of fundamental skill set in project management; basic knowledge of project management methods, tools and techniques; includes organization and life cycle, management processes, integration management, time management, cost management, quality management, communications management, risk management, procurement management, stakeholder management. Prerequisites: Grade of C or better in AGSM 301; senior classification.
",UG,Lecture,False,2018-2019,,,,['agri']
AGSM 475,AGSM - Agricultrl Systems Mgmt (AGSM),Applied Information Technologies for Agricultural Systems,"
   Definition and documentation of the value of information in agriculturally-based technology companies; methods for mapping information flow within the company and across companies; articulation value of information within a value chain for a food product by simulation; and projects using project management software and web-based interactions. Prerequisites: ISTM 209 or equivalent; junior or senior classification.
",UG,Lecture,True,2018-2019,,,,"['agri', 'food']"
AGSM 481,AGSM - Agricultrl Systems Mgmt (AGSM),Seminar,"
   Professional development; ethics; career opportunities and topics of interest related to the practice of agricultural systems management. Prerequisite: Senior classification.
",UG,Lecture,False,2018-2019,,,,['agri']
AGSM 484,AGSM - Agricultrl Systems Mgmt (AGSM),Internship,"
  Practical experience working in a professional agricultural and/or food systems management setting. May be taken three times. Prerequisites: Junior or senior classification; approval of the instructor.
",UG,Other,False,2018-2019,,,,"['agri', 'food']"
AGSM 485,AGSM - Agricultrl Systems Mgmt (AGSM),Directed Studies,"
  Selected problems in any phase of agricultural systems management; credit and specific content depend on background and interest of student; individual consultations and reports required. Prerequisites: Junior classification; approval of department head; 2.0 GPR.
",UG,Other,False,2018-2019,,,,['agri']
AGSM 489,AGSM - Agricultrl Systems Mgmt (AGSM),Special Topics in...,"
   Special topics in an identified area of agricultural systems management. May be repeated for credit.
",UG,Lecture,False,2018-2019,,,,['agri']
AGSM 491,AGSM - Agricultrl Systems Mgmt (AGSM),Research,"
  Research conducted under the direction of faculty member in agricultural systems management. May be repeated 2 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Junior or senior classification and approval of instructor.
",UG,Lecture,False,2018-2019,,,,['agri']
ALEC 201,"ALEC - Ag Leadrshp, Ed & Comm (ALEC)","Foundations of Agricultural Leadership, Education and Communications","
   Survey of historical perspectives and future career opportunities in the field of agricultural leadership, education and communications; addresses undergraduate degree planner and departmental high-impact learning experiences; explores field of study standards for communication and publication; investigates learning preferences and academic support systems. Prerequisites: Freshman or sophomore classification; AGCJ, AGSC, ALED or USAL-LED majors.
",UG,Lecture,False,2018-2019,,,,['agri']
ALEC 285,"ALEC - Ag Leadrshp, Ed & Comm (ALEC)",Directed Studies,"
  Directed study of selected issue in field of agricultural leadership, education, and communications with emphasis on collection, synthesis and interpretation of information. May be taken four times for credit. Prerequisite: Approval of department advisor.
",UG,Other,False,2018-2019,,,,['agri']
ALEC 289,"ALEC - Ag Leadrshp, Ed & Comm (ALEC)",Special Topics in...,"
  Special topics in an identified area of agricultural development. May be repeated for credit. Prerequisite: Approval of department advisor.
",UG,Lecture,True,2018-2019,,,,['agri']
ALEC 291,"ALEC - Ag Leadrshp, Ed & Comm (ALEC)",Research,"
  Research conducted under the direction of faculty member in agricultural communications and journalism. May be taken two times for credit. Prerequisites: Freshman or sophomore classification and approval of department advisor.
",UG,Lecture,False,2018-2019,,,,['agri']
ALEC 350,"ALEC - Ag Leadrshp, Ed & Comm (ALEC)",Global Agricultural Issues,"
   Review of global agricultural issues (products, environment, people, and culture) affecting international agricultural development; concepts and principles underlying the processes of teaching, research, and service opportunities in international agricultural development and education situations. Prerequisites: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2018-2019,,,,['agri']
