Department,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
Nutritional Sciences (NSCI),NSCI 4331,Quantity Food Production Practicum,"Observation and practice in real-life-quantity food production settings. Students will need immunizations, TB tests, and background checks completed before the semester of enrollment in the course.



",Undergraduate,TRUE,2019-2020,['food']
Nutritional Sciences (NSCI),NSCI 4373,Principles of Nutrition Education and Counseling,"Analysis of various methods, strategies, theories, resources and evaluation methods for nutrition education. Principles of effective nutrition counseling. Overview of community nutrition programs. Previously offered as FNIA 4373.",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4573,Management in Dietetics,"Management practices in the field of dietetics including program, clinical and food systems management. Additional flat fee of $20.00 applies.",Undergraduate,FALSE,2019-2020,"[' diet', 'food', 'management practice']"
Nutritional Sciences (NSCI),NSCI 4632,Community Nutrition I,"Application of nutrition epidemiological, environmental and program assessment practices in community nutrition settings. Field work required.



",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4633,Community Nutrition II,"Application of nutrition, education, communication and evaluation principles to planning and implementing community nutrition programs and services. Field work required.



",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4643,Capstone for Nutritional Sciences,"Integration of the body of knowledge in nutritional sciences. Examination of the research basis for defining and solving critical issues. Oral and written reports.



",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4733,Community Nutrition,"Application of nutrition, education and communication principles to community nutrition programs and services. Field work required. Previously offered as FNIA 4733.",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4850,Special Unit Studies in Nutritional Sciences,"Special units of study in nutritional sciences.



Offered for variable credit, 1-3 credit hours, maximum of 6 credit hours.","Graduate, Undergraduate",FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4854,Medical Nutrition Therapy I,Physiological and metabolic bases for dietary modifications in disease states. Previously offered as NSCI 4853.,Undergraduate,FALSE,2019-2020,"[' diet', ' metaboli', ' nutri']"
Nutritional Sciences (NSCI),NSCI 4864,Medical Nutrition Therapy II,"A continuation of NSCI 4854, Medical Nutrition Therapy I. Previously offered as NSCI 4863 and NSCI 4852.",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 4913,Nutritional Epidemiology,"Assessing the impact of nutrition and physical activity on health outcomes from an epidemiological perspective. Attention will be given to understanding the spectrum of study designs, including their benefits and drawbacks, used to examine this relationship.



",Undergraduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 5003,Diabetes Medical Nutrition Therapy,"An in-depth study of diabetes management with emphasis in nutrition care. Topics will include diabetes pathophysiology, clinical care guidelines, basic pharmacology, clinical nutrition education and counseling strategies, and nutrition care planning. Web-based instruction.




",Graduate,FALSE,2019-2020,"[' diabetes ', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5011,Special Topics in Nutritional Sciences,"Orientation to graduate study and research in nutritional sciences.



",Graduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 5012,"Public Policy Development in Food, Nutrition and Related Programs","Rationale underlying governmental programs in food and nutrition and human sciences and assessment of the effectiveness of the programs.

",Graduate,FALSE,2019-2020,"['food', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5013,Financial Management and Cost Controls in Dietetics,"An overview of accounting, cost controls, and financial management in food service. Special emphasis placed on understanding the topics and applying them to the theoretical and/or practical research for food service systems. Web-based instruction.



",Graduate,FALSE,2019-2020,"[' diet', 'food']"
Nutritional Sciences (NSCI),NSCI 5023,Advanced Nutrition in the Pathophysiology of Chronic Disease,"In-depth study of the pathophysiology of chronic diseases and the role of dietary bioactive components in health maintenance and disease prevention.

",Graduate,FALSE,2019-2020,"[' diet', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5033,Macronutrients in Human Nutrition,"Characteristics, biological roles, digestion, absorption, transport and metabolism of the macronutrients. Previously offered as NSCI 6023.",Graduate,FALSE,2019-2020,"['digestion', ' macronutrient', ' metaboli', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5043,Micronutrients in Human Nutrition,In-depth study of vitamins and minerals and their interrelationships in metabolism. Previously offered as NSCI 6123.,Graduate,FALSE,2019-2020,"[' metaboli', ' micronutrient', ' nutri', ' vitamin']"
Nutritional Sciences (NSCI),NSCI 5053,Functional Foods for Chronic Disease Prevention,"Integrate and evaluate the regulatory principles, food science, nutrient science and nutritional metabolism for the development of functional foods, nutraceuticals, and dietary supplements for chronic disease prevention. Web-based instruction.



",Graduate,FALSE,2019-2020,"[' diet', 'food', ' metaboli', ' nutra', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5063,Food Culture,"Survey of topics that affect how we perceive food in the modern world. Students examine food as a badge of cultural identity, a focus of media scrutiny and promotion, a symbol of religion, and a driver of technology.




",Graduate,FALSE,2019-2020,['food']
Nutritional Sciences (NSCI),NSCI 5123,Research Methods in Nutritional Sciences,"Basic components of the research process and application of research methods to nutritional sciences.



",Graduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 5133,Advanced Nutrition for Exercise and Sport,"Advanced study of nutrition and metabolism relating to physical activity, sports and health.



",Graduate,FALSE,2019-2020,"[' metaboli', ' nutri']"
Nutritional Sciences (NSCI),NSCI 5203,Nutrition in Wellness,"Wellness promotion through nutrition. Nutritional risk and protective factors will be examined as they relate to public health and individual nutrition. Web-based instruction.



",Graduate,FALSE,2019-2020,[' nutri']
Nutritional Sciences (NSCI),NSCI 5210,Contemporary Issues in Food Service,"Contemporary issues in food service in dietetics; formulation of innovative solutions and processes to enhance effectiveness in the work place. Previously offered as NSCI 5211.



Offered for variable credit, 3-9 credit hours, maximum of 9 credit hours.",Graduate,FALSE,2019-2020,"[' diet', 'food']"
Nutritional Sciences (NSCI),NSCI 5213,Entrepreneurship in Food Service and Dietetics,"An overview of entrepreneurship, characteristics of entrepreneurs and small business development within the context of food service and dietetics. Web-based instruction.



",Graduate,FALSE,2019-2020,"[' diet', 'food']"
Nutritional Sciences (NSCI),NSCI 5223,Advanced Nutrition Across the Life Span,"Examination of the influence of normal physiological stresses on nutritional needs throughout the life span. Web-based instruction.



",Graduate,FALSE,2019-2020,[' nutri']
